ages,male_AF_left-volume_0.025_centile,male_AF_left-volume_0.5_centile,male_AF_left-volume_0.975_centile,female_AF_left-volume_0.025_centile,female_AF_left-volume_0.5_centile,female_AF_left-volume_0.975_centile
75.51161161161161,15006.631845970533,32727.88499277833,44569.08969742643,15170.440975824175,31773.135867024073,42856.725229999014
75.6016016016016,14995.723492349045,32719.563095563775,44562.70034763948,15159.907488552011,31765.20660746641,42850.578264295684
75.69159159159159,14984.822502135044,32711.25271913421,44556.32722286549,15149.381080515335,31757.288576749354,42844.44691304003
75.78158158158158,14973.928864395508,32702.95384883896,44549.97030876963,15138.861740856384,31749.381760814595,42838.33116244384
75.87157157157158,14963.042568206596,32694.666470024295,44543.62959101074,15128.349458725854,31741.48614560105,42832.230998713116
75.96156156156157,14952.163602653787,32686.390568033683,44537.30505524159,15117.844223282947,31733.601717044832,42826.14640804799
76.05155155155155,14941.291956832021,32678.126128208125,44530.99668710935,15107.34602369551,31725.728461079576,42820.077376643225
76.14154154154154,14930.427619845777,32669.873135886235,44524.7044722557,15096.854849140162,31717.866363636644,42814.02389068838
76.23153153153153,14919.570580809332,32661.63157640485,44518.42839631765,15086.370688802477,31710.015410645545,42807.98593636846
76.32152152152152,14908.72082884648,32653.401435098283,44512.16844492651,15075.893531876764,31702.17558803337,42801.96349986307
76.41151151151152,14897.878353091117,32645.18269729973,44505.9246037098,15065.423367566656,31694.346881726047,42795.95656734824
76.50150150150151,14887.04314268701,32636.975348340555,44499.6968582903,15054.96018508483,31686.529277647714,42789.9651249954
76.5914914914915,14876.215186787907,32628.779373550682,44493.48519428654,15044.503973653167,31678.722761721045,42783.989158971955
76.68148148148148,14865.394474557897,32620.594758259223,44487.289597313684,15034.054722503082,31670.927319867897,42778.02865544205
76.77147147147147,14854.580995171176,32612.421487794007,44481.11005298286,15023.612420875303,31663.142938008856,42772.083600566046
76.86146146146146,14843.774737812371,32604.2595474823,44474.94654690212,15013.17705802022,31655.369602063918,42766.15398050135
76.95145145145145,14832.975691676498,32596.108922650594,44468.79906467621,15002.748623197807,31647.60729795232,42760.23978140227
77.04144144144145,14822.183845969215,32587.9695986252,44462.66759190731,14992.327105677807,31639.85601159289,42754.3409894204
77.13143143143144,14811.399189906742,32579.84156073202,44456.552114194725,14981.912494739887,31632.115728904337,42748.45759070504
77.22142142142143,14800.621712716018,32571.72479429694,44450.45261713549,14971.504779673536,31624.386435805085,42742.58957140299
